order_id,customer_id,order_date,channel,order_status,payment_method,shipping_cost,discount_pct,total_amount
ORD100780,CUST000656,2025-09-20,Online,Completed,Credit Card,0.0,5,3130.1
ORD107652,CUST002695,2025-08-15,In-Store,Completed,Paypal,7.99,0,3319.03
ORD122754,CUST002418,2023-09-18,Online,Completed,Credit Card,12.99,0,22.12
ORD103371,CUST003830,2025-07-10,Online,Completed,Credit Card,0.0,0,1472.89
ORD103750,CUST000730,2025-03-20,Online,Completed,Credit Card,4.99,0,112.22
ORD126929,CUST002602,2025-11-03,Online,Completed,Debit Card,5.99,0,2024.05
ORD104852,CUST006023,2026-01-03,Mobile App,Completed,Credit Card,12.99,25,962.03
ORD125991,CUST002260,2023-11-10,Mobile App,Completed,Debit Card,12.99,0,3967.96
ORD108020,CUST004988,2026-03-06,Mobile App,Completed,Debit Card,5.99,0,2656.88
ORD110923,CUST000148,2026-03-25,In-Store,Completed,Gift Card,12.99,0,4885.38
ORD104266,CUST002033,2025-02-21,Online,Completed,Debit Card,7.99,0,22.08
ORD124179,CUST001852,2025-06-10,Online,Completed,Store Credit,5.99,5,333.43
ORD111054,CUST001172,2026-02-15,Mobile App,Completed,Store Credit,7.99,0,2059.42
ORD120591,CUST001764,2026-05-08,Mobile App,Completed,Paypal,0.0,0,2448.53
ORD110224,CUST001021,2025-07-22,Online,Completed,Gift Card,4.99,0,988.0
ORD117785,CUST002345,2026-03-18,In-Store,Completed,Credit Card,12.99,0,1356.17
ORD115464,CUST004234,2025-06-03,Online,Completed,Debit Card,0.0,20,1546.06
ORD108066,CUST000598,2025-04-26,In-Store,Returned,Gift Card,5.99,0,2386.41
ORD111086,CUST003928,2026-02-01,In-Store,Completed,Credit Card,12.99,0,3883.97
ORD126575,CUST000250,2025-04-18,Mobile App,Cancelled,Debit Card,0.0,15,775.81
ORD106474,CUST000448,2026-03-13,Online,Completed,Store Credit,12.99,15,670.75
ORD106484,CUST002218,2024-03-26,Mobile App,Completed,Debit Card,0.0,5,1731.77
ORD120281,CUST000035,2022-09-30,Online,Completed,Debit Card,12.99,0,688.07
ORD107240,CUST004099,2026-04-23,Mobile App,Completed,Paypal,7.99,0,1937.93
ORD125089,CUST000161,2023-03-10,In-Store,Pending,Gift Card,0.0,5,1242.55
ORD120050,CUST001979,2026-04-21,In-Store,Completed,Paypal,12.99,0,1081.48
ORD120042,CUST001513,2025-09-18,Mobile App,Returned,Debit Card,12.99,0,691.11
ORD103827,CUST001861,2025-09-13,Mobile App,Completed,Paypal,5.99,0,314.64
ORD126151,CUST000826,2024-10-21,Mobile App,Cancelled,Gift Card,4.99,0,4676.91
ORD113607,CUST002821,2024-12-12,Online,Completed,Paypal,12.99,10,808.72
ORD120597,CUST001709,2026-03-04,In-Store,Completed,Store Credit,4.99,0,755.63
ORD101443,CUST004765,2026-02-02,Online,Completed,Paypal,0.0,0,2819.9
ORD105659,CUST003831,,Online,Completed,Store Credit,4.99,0,3418.68
ORD101815,CUST003450,2026-02-28,Mobile App,Cancelled,Store Credit,12.99,0,683.17
ORD115885,CUST005213,2025-06-10,Mobile App,Completed,Gift Card,12.99,0,955.27
ORD126439,CUST001614,2026-01-01,Online,Completed,Paypal,5.99,10,940.55
ORD121999,CUST004220,2026-03-11,Online,Completed,Paypal,4.99,0,595.43
ORD105997,CUST002441,2025-04-28,Online,Completed,Store Credit,12.99,10,325.02
ORD116338,CUST000581,2026-03-08,Mobile App,Completed,Store Credit,0.0,15,409.11
ORD112398,CUST005106,2024-10-02,Mobile App,Pending,Credit Card,5.99,0,1031.38
ORD128115,CUST001976,2023-11-06,Online,Completed,Credit Card,12.99,0,2422.77
ORD114299,CUST000400,2026-04-08,Online,Completed,Debit Card,0.0,0,1122.98
ORD123165,CUST004226,2026-03-01,Mobile App,Completed,Gift Card,0.0,0,2052.07
ORD126239,CUST003620,2025-12-10,In-Store,Completed,Credit Card,7.99,0,825.22
ORD118780,CUST002544,2023-10-01,In-Store,Completed,Gift Card,4.99,0,19.85
ORD114111,CUST005135,2022-05-02,In-Store,Completed,Paypal,12.99,20,834.84
ORD122935,CUST001822,2024-08-02,Mobile App,Completed,Paypal,4.99,0,4860.6
ORD112970,CUST002608,2025-04-13,Mobile App,Completed,Paypal,5.99,0,639.84
ORD107846,CUST001240,2023-10-11,Online,Completed,Paypal,4.99,0,2840.3
ORD100067,CUST000904,2023-12-14,Mobile App,Completed,Store Credit,4.99,0,2980.14
ORD105593,CUST003202,2025-04-10,Mobile App,Completed,Credit Card,0.0,0,4341.83
ORD127288,CUST001119,2025-04-06,In-Store,Completed,Store Credit,7.99,0,2851.63
ORD108700,CUST005743,2025-10-24,In-Store,Cancelled,Paypal,5.99,0,1695.0
ORD101645,CUST005399,2025-10-03,Mobile App,Completed,Debit Card,0.0,0,3762.62
ORD119063,CUST002831,2025-11-02,Online,Completed,Store Credit,4.99,0,19.97
ORD123903,CUST004533,2024-06-11,Mobile App,Cancelled,Debit Card,0.0,25,989.21
ORD124779,CUST005282,2026-04-21,Online,Completed,Store Credit,7.99,0,371.62
ORD127374,CUST003489,2026-06-08,Mobile App,Completed,Paypal,4.99,0,2380.87
ORD122897,CUST005242,2025-09-26,Online,Returned,Paypal,4.99,5,5832.51
ORD112984,CUST003832,2026-03-23,Online,Completed,Debit Card,12.99,0,1278.93
ORD102010,CUST001323,2026-03-05,Mobile App,Completed,Paypal,4.99,0,1914.63
ORD116673,CUST002712,2025-09-30,Mobile App,Completed,Credit Card,12.99,5,4462.11
ORD127677,CUST003565,2025-04-30,Online,Completed,Credit Card,4.99,0,1200.29
ORD127147,CUST003213,2024-12-24,Online,Completed,Debit Card,12.99,0,2343.3
ORD105426,CUST001584,2023-11-16,Mobile App,Completed,Gift Card,4.99,0,1289.35
ORD125328,CUST006007,2026-03-27,Online,Completed,Store Credit,7.99,0,1442.26
ORD121678,CUST003749,2024-01-23,Online,Completed,Debit Card,0.0,0,5285.01
ORD101503,CUST000816,2025-05-28,Mobile App,Completed,Paypal,5.99,0,582.03
ORD112810,CUST000675,2026-05-13,Mobile App,Completed,Gift Card,0.0,0,2138.31
ORD122139,CUST004153,2024-11-17,Online,Pending,Store Credit,7.99,5,1754.35
ORD117642,CUST004488,2026-06-26,Mobile App,Completed,Store Credit,5.99,0,3696.48
ORD119730,CUST003270,2025-09-11,Mobile App,Completed,Credit Card,7.99,0,691.68
ORD126413,CUST002024,2025-06-03,In-Store,Completed,Gift Card,12.99,20,667.1
ORD102310,CUST005790,2026-02-18,Mobile App,Completed,Gift Card,7.99,0,864.83
ORD118770,CUST003140,2026-03-04,Online,Completed,Credit Card,12.99,0,2307.97
ORD102082,CUST004956,2023-05-17,Online,Completed,Paypal,5.99,0,1464.13
ORD123988,CUST004122,2026-04-13,Mobile App,Returned,Store Credit,4.99,0,2025.17
ORD115526,CUST004360,2022-09-27,Online,Completed,Paypal,5.99,0,5260.47
ORD109440,CUST001877,2025-05-13,In-Store,Completed,Paypal,4.99,0,1102.42
ORD121033,CUST005614,2022-07-17,In-Store,Completed,Debit Card,12.99,15,49.8
ORD116565,CUST002927,2025-12-16,Mobile App,Completed,Paypal,0.0,0,879.48
ORD120968,CUST002128,2025-01-14,Mobile App,Completed,Paypal,7.99,0,4576.85
ORD105844,CUST005777,2024-06-10,Mobile App,Completed,Store Credit,0.0,0,2223.37
ORD112431,CUST004148,2024-01-03,Mobile App,Cancelled,Paypal,0.0,0,4197.2
ORD105911,CUST003714,2024-06-13,Mobile App,Completed,Credit Card,12.99,5,2210.68
ORD104865,CUST002645,2026-03-28,Online,Completed,Debit Card,12.99,0,195.13
ORD123876,CUST002469,2025-04-17,Online,Completed,Debit Card,5.99,0,2123.1
ORD125283,CUST002814,,Mobile App,Returned,Store Credit,12.99,0,1205.08
ORD126814,CUST005230,2026-03-17,In-Store,Returned,Paypal,5.99,0,1055.68
ORD120521,CUST003431,2025-05-21,Mobile App,Completed,Store Credit,5.99,0,1211.78
ORD100835,CUST005644,2026-01-12,In-Store,Completed,Store Credit,12.99,0,1226.96
ORD105381,CUST004112,2023-11-14,In-Store,Pending,Paypal,4.99,25,137.32
ORD101474,CUST004740,2022-05-17,Mobile App,Completed,Gift Card,5.99,0,346.25
ORD101748,CUST001518,2026-02-08,Mobile App,Completed,Paypal,0.0,0,674.53
ORD103241,CUST000779,2023-11-16,Online,Completed,Debit Card,7.99,0,1357.59
ORD125267,CUST001399,2024-02-08,In-Store,Completed,Store Credit,0.0,0,897.48
ORD126641,CUST002654,2024-08-31,In-Store,Completed,Gift Card,7.99,5,1918.36
ORD125038,CUST005637,2026-04-08,In-Store,Completed,Store Credit,0.0,0,1241.14
ORD127126,CUST003403,2023-08-03,In-Store,Completed,Debit Card,4.99,0,475.61
ORD107615,CUST001983,2025-10-29,Online,Completed,Debit Card,0.0,0,2185.39
ORD106239,CUST005549,2026-01-04,Online,Completed,Gift Card,0.0,0,5131.05
ORD106627,CUST005160,2026-03-20,In-Store,Completed,Debit Card,5.99,25,1620.53
ORD120652,CUST005991,2022-06-18,In-Store,Returned,Gift Card,12.99,0,1104.46
ORD100493,CUST002381,2024-08-23,Mobile App,Completed,Credit Card,7.99,0,2107.14
ORD114855,CUST005710,2024-02-15,In-Store,Pending,Paypal,0.0,0,195.44
ORD126531,CUST000506,2025-06-19,In-Store,Completed,Gift Card,7.99,5,1000.01
ORD101712,CUST006079,2024-12-10,Mobile App,Completed,Paypal,5.99,0,2970.16
ORD111799,CUST002497,2026-03-02,Online,Completed,Debit Card,12.99,0,2266.54
ORD102758,CUST002148,2024-03-16,In-Store,Completed,Debit Card,0.0,0,2507.42
ORD112409,CUST004485,2024-05-25,Mobile App,Completed,Paypal,5.99,5,917.03
ORD123961,CUST003920,2026-05-10,In-Store,Completed,Debit Card,0.0,20,2508.54
ORD105291,CUST000416,2026-03-15,Online,Completed,Store Credit,12.99,0,1984.88
ORD123754,CUST001954,2024-09-16,In-Store,Completed,Gift Card,0.0,0,1199.18
ORD102534,CUST001741,2023-08-09,Online,Completed,Debit Card,0.0,5,1343.49
ORD127757,CUST000213,2021-11-27,In-Store,Completed,Debit Card,0.0,0,922.97
ORD121353,CUST005994,2024-08-27,In-Store,Completed,Debit Card,12.99,0,1778.04
ORD126357,CUST002114,2024-01-13,Online,Completed,Paypal,12.99,0,1620.58
ORD109511,CUST002966,2026-02-11,Mobile App,Completed,Credit Card,0.0,10,95.72
ORD110907,CUST005686,2023-07-12,Online,Completed,Store Credit,0.0,0,880.07
ORD127323,CUST005064,2023-07-08,In-Store,Completed,Paypal,0.0,0,2345.88
ORD100479,CUST000093,2024-05-02,In-Store,Completed,Debit Card,4.99,0,714.91
ORD108243,CUST000850,2026-04-17,Mobile App,Completed,Paypal,0.0,10,581.19
ORD127376,CUST003489,2025-06-08,Online,Returned,Debit Card,7.99,0,2135.99
ORD125304,CUST003733,2025-06-27,Online,Completed,Debit Card,7.99,0,941.03
ORD105850,CUST005741,2025-11-05,Mobile App,Completed,Debit Card,0.0,0,1615.82
ORD125062,CUST003600,2025-03-07,In-Store,Completed,Credit Card,0.0,0,1591.55
ORD121130,CUST005403,2025-07-09,Online,Completed,Paypal,0.0,0,114.18
ORD104550,CUST001479,2026-05-04,Online,Completed,Gift Card,12.99,0,232.5
ORD101447,CUST001642,2022-10-10,In-Store,Completed,Credit Card,7.99,0,1273.53
ORD105199,CUST005408,2026-03-08,In-Store,Completed,Paypal,12.99,0,331.35
ORD116290,CUST002169,2025-01-05,In-Store,Completed,Paypal,4.99,0,3581.27
ORD111678,CUST005297,2026-06-25,In-Store,Completed,Paypal,7.99,10,1262.23
ORD101646,CUST000042,2023-02-06,Online,Completed,Gift Card,0.0,20,1449.87
ORD120245,CUST002179,2024-05-27,Online,Returned,Gift Card,12.99,0,754.13
ORD108571,CUST003405,2024-07-26,Mobile App,Completed,Paypal,4.99,10,1662.33
ORD106785,CUST003368,2024-03-08,In-Store,Completed,Gift Card,0.0,5,585.47
ORD120484,CUST003506,2022-06-07,In-Store,Completed,Debit Card,12.99,0,983.17
ORD118533,CUST004560,2025-01-22,Mobile App,Completed,Credit Card,7.99,0,3825.67
ORD128030,CUST000147,2025-01-25,Mobile App,Completed,Paypal,0.0,0,2733.59
ORD118263,CUST002346,2025-12-31,Mobile App,Completed,Gift Card,7.99,0,1751.04
ORD120805,CUST002829,2022-04-02,Online,Completed,Credit Card,5.99,0,781.05
ORD108070,CUST000575,2025-12-26,In-Store,Completed,Gift Card,7.99,0,5477.5
ORD110805,CUST003255,2025-03-10,Mobile App,Completed,Gift Card,0.0,0,253.16
ORD110321,CUST002088,2026-02-24,Mobile App,Completed,Gift Card,7.99,0,2215.29
ORD112101,CUST004835,2025-12-22,Online,Pending,Debit Card,5.99,5,757.42
ORD124692,CUST001173,2025-01-20,Mobile App,Pending,Debit Card,0.0,25,196.41
ORD115595,CUST002317,2025-12-03,In-Store,Completed,Store Credit,4.99,0,3443.63
ORD119992,CUST005233,2023-12-29,In-Store,Completed,Paypal,0.0,0,385.76
ORD104512,CUST000698,2026-04-26,In-Store,Completed,Debit Card,5.99,0,32.76
ORD112516,CUST003103,2023-08-22,Online,Completed,Credit Card,5.99,0,1025.5
ORD111863,CUST004804,2025-08-30,Mobile App,Completed,Credit Card,0.0,5,4002.21
ORD124689,CUST003265,2023-07-13,Online,Returned,Debit Card,0.0,0,1073.22
ORD121408,CUST003877,2022-06-24,In-Store,Completed,Store Credit,4.99,0,1283.38
ORD116465,CUST004754,2024-10-02,Online,Completed,Paypal,0.0,0,678.53
ORD107263,CUST003538,2023-10-03,In-Store,Completed,Credit Card,0.0,0,855.65
ORD104806,CUST005324,2025-12-09,Online,Completed,Paypal,5.99,0,1321.11
ORD105403,CUST003650,2024-09-23,Mobile App,Completed,Gift Card,12.99,0,1307.99
ORD116321,CUST000523,2023-10-06,In-Store,Completed,Paypal,12.99,0,659.75
ORD105862,CUST000137,2025-09-18,Online,Completed,Credit Card,7.99,0,725.58
ORD122208,CUST001493,2023-04-30,Mobile App,Completed,Store Credit,7.99,10,746.98
ORD127352,CUST003498,2025-10-10,Mobile App,Completed,Gift Card,5.99,0,2321.58
ORD124472,CUST005453,2023-02-03,In-Store,Cancelled,Paypal,4.99,0,2110.82
ORD103153,CUST005978,2025-07-10,In-Store,Completed,Paypal,7.99,0,2517.68
ORD122750,CUST002062,2023-06-01,Mobile App,Completed,Store Credit,0.0,0,2275.22
ORD105080,CUST003447,2024-08-11,Mobile App,Pending,Paypal,7.99,0,730.09
ORD119069,CUST003114,2024-11-29,Online,Completed,Gift Card,0.0,0,4651.24
ORD112189,CUST001270,2023-10-04,Mobile App,Completed,Credit Card,4.99,0,921.65
ORD105811,CUST000833,2026-04-13,Mobile App,Completed,Credit Card,7.99,5,275.25
ORD125883,CUST003873,2025-10-03,Mobile App,Completed,Gift Card,0.0,0,774.98
ORD114123,CUST002714,2024-12-05,Online,Completed,Store Credit,12.99,0,1693.62
ORD115659,CUST004054,2025-11-14,Mobile App,Completed,Store Credit,0.0,5,1949.76
ORD101426,CUST000897,2025-11-22,Mobile App,Completed,Credit Card,4.99,5,1394.97
ORD120811,CUST000047,2023-12-16,Mobile App,Returned,Gift Card,5.99,0,1504.32
ORD100136,CUST004473,2025-02-21,Online,Completed,Paypal,0.0,10,161.95
ORD107050,CUST002882,2026-03-14,Mobile App,Completed,Gift Card,4.99,0,1407.78
ORD104859,CUST005164,2024-07-16,In-Store,Completed,Debit Card,12.99,10,743.41
ORD126460,CUST003925,2023-05-14,Mobile App,Completed,Credit Card,7.99,0,2298.94
ORD100585,CUST005186,2025-06-26,In-Store,Completed,Gift Card,12.99,0,279.62
ORD112784,CUST002934,2023-11-03,Online,Completed,Credit Card,0.0,0,2889.63
ORD119285,CUST005110,2022-02-26,Online,Completed,Store Credit,4.99,0,4830.89
ORD103937,CUST003962,2025-11-21,In-Store,Completed,Credit Card,7.99,0,1508.0
ORD120340,CUST001649,2025-12-30,In-Store,Completed,Debit Card,5.99,0,384.37
ORD103119,CUST005209,2024-05-31,Online,Completed,Credit Card,0.0,0,2507.31
ORD115387,CUST005546,2025-05-18,Online,Completed,Store Credit,0.0,0,494.24
ORD121711,CUST005628,2026-04-01,In-Store,Cancelled,Credit Card,0.0,0,973.29
ORD120407,CUST004008,2023-12-29,In-Store,Completed,Paypal,7.99,0,950.09
ORD125233,CUST004707,2023-10-07,In-Store,Completed,Gift Card,5.99,0,466.75
ORD102869,CUST001162,2025-08-15,Online,Completed,Debit Card,7.99,0,2030.56
ORD117921,CUST003302,2022-09-06,Online,Completed,Store Credit,0.0,0,2272.66
ORD108646,CUST000076,2025-05-21,Mobile App,Completed,Paypal,0.0,0,1574.54
ORD102155,CUST001082,2024-07-12,Mobile App,Completed,Credit Card,0.0,0,3168.03
ORD119761,CUST004040,2026-05-05,Mobile App,Completed,Debit Card,12.99,20,1014.65
ORD110110,CUST003464,2026-03-29,Online,Completed,Debit Card,0.0,0,90.47
ORD107577,CUST000888,2026-03-24,Online,Returned,Store Credit,12.99,0,841.99
ORD125793,CUST000124,2024-10-06,Mobile App,Completed,Paypal,0.0,10,744.58
ORD105747,CUST000950,2026-02-18,Mobile App,Completed,Store Credit,7.99,15,1243.24
ORD120091,CUST004282,2024-09-13,Online,Completed,Store Credit,7.99,0,2400.92
ORD124384,CUST000723,2021-06-24,Mobile App,Completed,Store Credit,5.99,5,1873.69
ORD113196,CUST000778,2024-12-10,In-Store,Completed,Store Credit,0.0,0,2459.12
ORD110629,CUST001829,2024-12-14,Mobile App,Completed,Gift Card,12.99,0,3322.4
ORD127176,CUST002450,2025-06-13,In-Store,Completed,Debit Card,5.99,0,374.02
ORD126822,CUST005070,2024-03-04,Mobile App,Completed,Store Credit,0.0,0,2260.96
ORD102224,CUST005767,2023-07-21,In-Store,Completed,Gift Card,5.99,5,1572.86
ORD110062,CUST001937,2023-03-04,Mobile App,Returned,Credit Card,0.0,0,791.06
ORD102667,CUST005959,2024-04-10,In-Store,Completed,Debit Card,7.99,0,934.36
ORD122211,CUST001493,2023-04-09,Online,Completed,Debit Card,0.0,0,941.72
ORD127870,CUST004120,2024-07-23,Online,Completed,Credit Card,0.0,0,3470.56
ORD124409,CUST002827,2024-11-19,In-Store,Completed,Gift Card,12.99,0,3181.61
ORD113416,CUST001938,2024-11-20,Mobile App,Completed,Store Credit,0.0,0,1506.24
ORD121318,CUST002683,2025-11-13,Mobile App,Completed,Store Credit,5.99,0,4783.37
ORD126856,CUST000901,2025-04-10,Mobile App,Completed,Paypal,0.0,25,980.79
ORD113941,CUST005497,2026-02-19,Mobile App,Completed,Store Credit,12.99,15,688.46
ORD104864,CUST002645,2024-07-25,Online,Cancelled,Debit Card,7.99,10,2820.44
ORD110828,CUST005061,2024-08-16,Online,Cancelled,Gift Card,7.99,5,486.97
ORD114839,CUST001025,2024-09-01,Online,Completed,Debit Card,0.0,0,1448.48
ORD124609,CUST003595,2026-01-03,In-Store,Completed,Debit Card,4.99,0,5114.84
ORD103814,CUST005837,2025-01-24,Mobile App,Completed,Credit Card,0.0,0,505.24
ORD111241,CUST002480,2026-04-14,In-Store,Completed,Debit Card,0.0,0,2618.52
ORD101407,CUST001283,,In-Store,Completed,Credit Card,7.99,0,887.93
ORD103898,CUST002729,2022-03-29,In-Store,Completed,Debit Card,0.0,0,659.36
ORD126523,CUST002510,2025-01-02,In-Store,Completed,Gift Card,0.0,15,1731.76
ORD111471,CUST003705,2025-02-20,Mobile App,Completed,Credit Card,0.0,0,815.36
ORD103839,CUST005363,2023-10-31,Mobile App,Completed,Gift Card,7.99,0,2928.16
ORD127458,CUST004223,2024-05-08,Online,Completed,Credit Card,0.0,0,545.69
ORD106103,CUST001159,2026-03-07,Mobile App,Completed,Debit Card,0.0,0,8651.32
ORD120767,CUST004611,2025-05-21,In-Store,Completed,Paypal,7.99,0,1564.7
ORD109299,CUST004449,2026-04-22,Mobile App,Completed,Credit Card,4.99,25,382.68
ORD111443,CUST000361,2024-10-12,In-Store,Completed,Paypal,0.0,0,2462.64
ORD100030,CUST002090,2024-03-17,Online,Completed,Store Credit,4.99,15,673.89
ORD102182,CUST003408,2023-11-03,Mobile App,Completed,Credit Card,7.99,10,587.51
ORD109993,CUST002703,2025-06-16,In-Store,Completed,Credit Card,0.0,10,2317.03
ORD119618,CUST004110,2023-01-30,Online,Returned,Gift Card,7.99,5,186.91
ORD127442,CUST005033,2024-11-13,In-Store,Completed,Debit Card,0.0,0,1022.46
ORD116460,CUST900001,2022-11-07,In-Store,Returned,Store Credit,0.0,25,250.53
ORD119506,CUST002900,2026-03-31,Online,Completed,Debit Card,5.99,0,590.43
ORD108866,CUST001763,2024-01-05,Online,Completed,Gift Card,0.0,0,4998.48
ORD114418,CUST000056,2026-02-22,Mobile App,Completed,Debit Card,7.99,0,2742.75
ORD102368,CUST003367,2025-10-30,Online,Completed,Credit Card,0.0,0,878.84
ORD117828,CUST003076,2025-12-17,Online,Completed,Gift Card,0.0,0,1644.43
ORD112203,CUST001607,2026-04-21,Mobile App,Completed,Paypal,0.0,0,482.57
ORD119721,CUST000912,2025-09-19,Mobile App,Completed,Credit Card,5.99,0,1380.42
ORD121399,CUST001429,,Online,Completed,Store Credit,5.99,0,682.84
ORD106370,CUST002787,2023-06-06,Mobile App,Completed,Debit Card,5.99,0,430.89
ORD103411,CUST003141,2023-06-03,Mobile App,Completed,Gift Card,4.99,0,561.78
ORD121385,CUST004510,2023-05-27,Online,Completed,Paypal,12.99,0,2877.49
ORD125766,CUST001096,2023-04-09,In-Store,Completed,Store Credit,5.99,15,738.0
ORD107519,CUST003346,2024-08-11,Mobile App,Completed,Gift Card,0.0,0,2252.4
ORD100098,CUST001911,2025-09-08,Mobile App,Completed,Store Credit,4.99,15,867.4
ORD114016,CUST001376,2024-10-20,Mobile App,Completed,Gift Card,5.99,0,960.55
ORD125318,CUST002476,2026-06-26,In-Store,Completed,Credit Card,5.99,0,849.62
ORD102236,CUST001799,2024-12-26,Online,Completed,Paypal,0.0,15,1547.41
ORD104445,CUST001227,2024-03-01,Online,Completed,Credit Card,7.99,0,1003.51
ORD115596,CUST002317,2026-05-22,Mobile App,Completed,Gift Card,5.99,0,751.03
ORD106423,CUST000978,2023-01-27,Mobile App,Completed,Debit Card,0.0,10,2016.67
ORD120022,CUST001549,2025-01-02,Mobile App,Completed,Gift Card,5.99,5,3490.68
ORD125457,CUST000809,2021-12-07,In-Store,Completed,Credit Card,5.99,10,1233.18
ORD107167,CUST005854,2024-06-01,Online,Completed,Paypal,5.99,20,735.45
ORD110645,CUST003544,2025-05-27,In-Store,Completed,Gift Card,5.99,0,2425.72
ORD128078,CUST002997,2024-11-28,Online,Completed,Gift Card,5.99,5,936.42
ORD109265,CUST001828,2026-06-21,Mobile App,Completed,Paypal,5.99,15,1183.65
ORD107805,CUST003934,2025-01-06,Online,Completed,Store Credit,5.99,0,747.13
ORD108115,CUST002200,2024-02-27,Online,Completed,Debit Card,0.0,0,92.23
ORD119711,CUST000113,2022-02-09,Mobile App,Completed,Credit Card,0.0,0,970.13
ORD112683,CUST004618,2025-12-22,Online,Completed,Gift Card,0.0,5,110.01
ORD108490,CUST003802,2024-01-23,Online,Completed,Paypal,12.99,0,2309.2
ORD115815,CUST002486,2026-05-23,Online,Completed,Debit Card,0.0,0,1404.28
ORD102302,CUST003756,2023-11-12,In-Store,Completed,Debit Card,0.0,0,114.03
ORD122400,CUST006040,2025-05-30,Mobile App,Completed,Paypal,4.99,0,2185.07
ORD116160,CUST002187,2026-05-18,Mobile App,Completed,Gift Card,7.99,0,646.34
ORD113289,CUST004261,2023-04-28,Online,Returned,Credit Card,4.99,0,1669.74
ORD122291,CUST001463,2023-06-26,Online,Completed,Gift Card,0.0,0,823.33
ORD100563,CUST005158,2026-03-04,Mobile App,Completed,Credit Card,4.99,0,3548.79
ORD107923,CUST000741,2026-02-12,Online,Completed,Store Credit,12.99,5,551.27
ORD115969,CUST005946,2022-04-30,Online,Completed,Credit Card,0.0,0,939.84
ORD106010,CUST001795,2022-01-30,Mobile App,Completed,Paypal,4.99,0,995.62
ORD122622,CUST001535,2025-09-07,Online,Completed,Paypal,0.0,0,1615.66
ORD125471,CUST003839,2023-10-14,Online,Completed,Store Credit,7.99,5,37.31
ORD127661,CUST003249,2025-11-13,Online,Completed,Debit Card,4.99,0,1102.77
ORD114907,CUST006036,2022-10-07,Mobile App,Completed,Gift Card,0.0,0,1729.94
ORD125019,CUST004601,2026-04-11,Online,Pending,Credit Card,0.0,0,252.15
ORD116910,CUST000410,2024-05-25,Mobile App,Completed,Store Credit,4.99,0,2859.44
ORD121743,CUST006046,2025-05-29,Online,Completed,Store Credit,0.0,5,800.17
ORD113695,CUST004349,2023-07-27,In-Store,Completed,Paypal,5.99,0,1214.39
ORD105541,CUST005039,2024-04-15,Mobile App,Completed,Store Credit,0.0,0,229.37
ORD125870,CUST002592,2024-03-06,Mobile App,Completed,Debit Card,0.0,5,2038.83
ORD125725,CUST002585,2022-09-16,Online,Completed,Credit Card,12.99,0,4080.19
ORD105931,CUST000820,2025-10-18,Online,Completed,Debit Card,4.99,0,91.89
ORD124052,CUST001575,2022-12-28,In-Store,Completed,Debit Card,12.99,25,54.2
ORD123565,CUST005195,2024-12-23,Mobile App,Completed,Store Credit,0.0,0,718.19
ORD112883,CUST003591,2025-11-26,In-Store,Completed,Paypal,4.99,0,2750.95
ORD100575,CUST000679,2024-12-07,In-Store,Completed,Credit Card,0.0,0,4480.03
ORD123457,CUST002689,2023-04-03,In-Store,Completed,Store Credit,7.99,15,851.12
ORD114863,CUST001787,2025-01-25,Mobile App,Completed,Credit Card,4.99,10,555.51
ORD122235,CUST005886,2025-02-22,Online,Pending,Paypal,4.99,10,360.42
ORD115707,CUST000229,2025-06-19,Online,Completed,Gift Card,7.99,0,1474.85
ORD111592,CUST002478,,Online,Completed,Paypal,5.99,0,1749.54
ORD110171,CUST001600,2025-06-11,In-Store,Completed,Credit Card,7.99,0,1004.75
ORD112850,CUST004664,2025-05-28,Mobile App,Completed,Paypal,0.0,20,903.35
ORD106835,CUST001051,2025-01-07,Mobile App,Cancelled,Credit Card,5.99,0,1140.38
ORD125524,CUST004350,2024-04-16,Online,Completed,Store Credit,7.99,10,41.2
ORD113461,CUST004562,2024-12-21,Mobile App,Completed,Paypal,4.99,0,1400.57
ORD106643,CUST004410,,Mobile App,Completed,Gift Card,5.99,0,944.27
ORD112658,CUST004898,2026-01-04,Online,Completed,Paypal,7.99,0,188.01
ORD124450,CUST003194,2023-12-29,Online,Completed,Debit Card,4.99,10,1857.35
ORD111055,CUST001172,2026-02-12,Mobile App,Completed,Gift Card,0.0,0,1051.61
ORD116187,CUST002508,2023-12-02,Online,Completed,Credit Card,4.99,0,2290.24
ORD102793,CUST000644,2023-05-27,In-Store,Completed,Store Credit,5.99,5,343.16
ORD114491,CUST003771,2026-03-25,Mobile App,Completed,Debit Card,7.99,5,108.21
ORD110317,CUST002088,2026-02-25,Online,Completed,Paypal,7.99,0,2303.33
ORD122646,CUST004347,2024-01-28,Online,Completed,Gift Card,12.99,15,245.64
ORD100447,CUST000369,2025-10-18,Mobile App,Completed,Gift Card,0.0,0,1840.26
ORD109085,CUST003421,2025-01-04,In-Store,Completed,Store Credit,0.0,20,715.46
ORD119722,CUST000912,2025-09-18,Mobile App,Completed,Debit Card,7.99,0,1098.41
ORD116686,CUST001428,2025-05-08,Mobile App,Completed,Debit Card,7.99,0,3828.32
ORD101324,CUST003986,2024-10-01,In-Store,Returned,Credit Card,4.99,0,2026.6
ORD107181,CUST004675,2026-01-10,In-Store,Completed,Credit Card,0.0,0,1313.08
ORD128096,CUST003322,2025-05-13,Online,Completed,Store Credit,4.99,0,1316.94
